Accession,Release_Date,Species,Length,Geo_Location,Host,Isolation_Source,Collection_Date
MT412263,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: WA,Homo sapiens,,2020-04-05
MT412264,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29810,USA: CT,Homo sapiens,,2020-04-07
MT412265,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29810,USA: CT,Homo sapiens,,2020-04-07
MT412266,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29788,USA,Homo sapiens,,2020-04-08
MT412267,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29689,USA,Homo sapiens,,2020-04-08
MT412268,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,USA: WA,Homo sapiens,,2020-04-08
MT412269,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,USA: WA,Homo sapiens,,2020-04-08
MT412270,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,USA: WA,Homo sapiens,,2020-04-06
MT412271,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA: WA,Homo sapiens,,2020-04-06
MT412272,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29786,USA: WA,Homo sapiens,,2020-04-06
MT412273,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29847,USA,Homo sapiens,,2020-04-07
MT412274,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA: CT,Homo sapiens,,2020-04-04
MT412275,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,USA: WA,Homo sapiens,,2020-04-06
MT412276,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,USA: CT,Homo sapiens,,2020-04-05
MT412277,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,USA: WA,Homo sapiens,,2020-04-07
MT412278,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: CT,Homo sapiens,,2020-04-06
MT412279,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,USA: CT,Homo sapiens,,2020-04-05
MT412280,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29879,USA: CT,Homo sapiens,,2020-04-05
MT412281,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA,Homo sapiens,,2020-04-07
MT412282,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29772,USA: CT,Homo sapiens,,2020-04-04
MT412283,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29886,USA: CT,Homo sapiens,,2020-04-04
MT412284,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,USA: CT,Homo sapiens,,2020-04-04
MT412285,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,USA: WA,Homo sapiens,,2020-04-07
MT412286,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29890,USA: WA,Homo sapiens,,2020-04-07
MT412287,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29830,USA: WA,Homo sapiens,,2020-04-07
MT412288,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29846,USA: WA,Homo sapiens,,2020-04-07
MT412289,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,USA: WA,Homo sapiens,,2020-04-07
MT412290,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29874,USA: WA,Homo sapiens,,2020-04-01
MT412291,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29827,USA: WA,Homo sapiens,,2020-04-01
MT412292,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29881,USA: WA,Homo sapiens,,2020-04-01
MT412293,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-04-01
MT412294,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,USA: WA,Homo sapiens,,2020-04-01
MT412295,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29887,USA: WA,Homo sapiens,,2020-03-31
MT412296,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29893,USA: WA,Homo sapiens,,2020-04-01
MT412297,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29895,USA: ID,Homo sapiens,,2020-03-30
MT412298,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29896,USA: WA,Homo sapiens,,2020-03-31
MT412299,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,USA: ID,Homo sapiens,,2020-03-31
MT412300,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,USA: WA,Homo sapiens,,2020-03-30
MT412301,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29878,USA: CT,Homo sapiens,,2020-03-30
MT412302,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,USA: CT,Homo sapiens,,2020-03-30
MT412303,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29910,USA: CT,Homo sapiens,,2020-03-30
MT412304,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,USA: ID,Homo sapiens,,2020-03-27
MT412305,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29921,USA: ID,Homo sapiens,,2020-03-29
MT412306,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29915,USA: ID,Homo sapiens,,2020-03-29
MT412307,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29913,USA: OR,Homo sapiens,,2020-03-29
MT412308,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29916,USA: WA,Homo sapiens,,2020-03-31
MT412309,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,USA: ID,Homo sapiens,,2020-03-28
MT412310,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29875,USA: WA,Homo sapiens,,2020-04-01
MT412311,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA: WA,Homo sapiens,,2020-04-01
MT412312,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29914,USA: WA,Homo sapiens,,2020-04-01
MT412313,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29831,USA: WA,Homo sapiens,,2020-04-01
MT412314,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29907,USA: WA,Homo sapiens,,2020-04-01
MT412315,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29879,USA: WA,Homo sapiens,,2020-04-01
MT412316,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,USA: WA,Homo sapiens,,2020-04-02
MT412317,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: CT,Homo sapiens,,2020-04-01
MT412318,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29839,USA: CT,Homo sapiens,,2020-04-01
MT412319,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29878,USA: CT,Homo sapiens,,2020-04-01
MT412320,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29775,USA: CT,Homo sapiens,,2020-04-01
MT412321,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29883,USA: WA,Homo sapiens,,2020-04-02
MT412322,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29811,USA: CT,Homo sapiens,,2020-04-01
MT412323,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29703,USA: WA,Homo sapiens,,2020-04-02
MT412324,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29884,USA: WA,Homo sapiens,,2020-04-02
MT412325,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29890,USA: WA,Homo sapiens,,2020-04-01
MT412326,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29817,USA: WA,Homo sapiens,,2020-04-02
MT412327,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29920,USA: ID,Homo sapiens,,2020-04-01
MT412328,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA: CT,Homo sapiens,,2020-04-02
MT412329,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,USA: CT,Homo sapiens,,2020-04-01
MT412330,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,USA: CT,Homo sapiens,,2020-04-01
MT412331,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29878,USA: WA,Homo sapiens,,2020-04-03
MT412332,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29845,USA: WA,Homo sapiens,,2020-04-03
MT412333,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29825,USA: WA,Homo sapiens,,2020-04-03
MT412334,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA: WA,Homo sapiens,,2020-04-03
MT412335,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29837,USA: WA,Homo sapiens,,2020-04-03
MT412336,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,USA: WA,Homo sapiens,,2020-04-03
MT412337,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29840,USA: WA,Homo sapiens,,2020-04-03
MT415320,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,India,Homo sapiens,,2020-03-01
MT415321,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,India,Homo sapiens,,2020-03-11
MT415322,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,India,Homo sapiens,,2020-03-16
MT415323,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29891,India,Homo sapiens,,2020-03-20
MT415366,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3822,China,Homo sapiens,,2020-02-03
MT415367,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3822,China,Homo sapiens,,2020-02-03
MT415368,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3822,China,Homo sapiens,,2020-02-06
MT415369,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3822,China,Homo sapiens,,2020-02-06
MT415370,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3822,China,Homo sapiens,,2020-02-06
MT415371,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3822,China,Homo sapiens,,2020-02-06
MT415372,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3822,China,Homo sapiens,,2020-02-08
MT415373,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3822,China,Homo sapiens,,2020-01-23
MT415374,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3822,China,Homo sapiens,,2020-02-09
MT415375,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3822,China,Homo sapiens,,2020-02-12
MT415376,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3822,China,Homo sapiens,,2020-02-15
MT415377,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3822,China,Homo sapiens,,2020-02-18
MT415833,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,366,China,Homo sapiens,,2020-02-04
MT415834,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,366,China,Homo sapiens,,2020-02-04
MT415835,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,366,China,Homo sapiens,,2020-02-04
MT415836,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,366,China,Homo sapiens,,2020-02-04
MT415837,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,366,China,Homo sapiens,,2020-02-04
MT415838,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,366,China,Homo sapiens,,2020-02-04
MT415839,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,366,China,Homo sapiens,,2020-02-04
MT415840,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,366,China,Homo sapiens,,2020-02-02
MT415841,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,366,China,Homo sapiens,,2020-02-02
MT415842,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,366,China,Homo sapiens,,2020-02-02
MT415843,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,366,China,Homo sapiens,,2020-02-02
MT415844,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,366,China,Homo sapiens,,2020-02-02
MT415845,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,366,China,Homo sapiens,,2020-02-02
MT415846,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,366,China,Homo sapiens,,2020-02-02
MT415894,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,USA: VA,Homo sapiens,,2020-03
MT415895,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,USA: VA,Homo sapiens,,2020-03
MT415896,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29856,USA: VA,Homo sapiens,,2020-03
MT415897,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,USA: VA,Homo sapiens,,2020-03
MT415898,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,USA: VA,Homo sapiens,,2020-03
MT415899,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,USA: VA,Homo sapiens,,2020-03
MT415900,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA: VA,Homo sapiens,,2020-03
MT415901,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,USA: VA,Homo sapiens,,2020-04
MT415902,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29887,USA: VA,Homo sapiens,,2020-03
MT415903,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: VA,Homo sapiens,,2020-03
MT415904,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,USA: VA,Homo sapiens,,2020-04
MT415905,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29895,USA: VA,Homo sapiens,,2020-04
MT415906,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: VA,Homo sapiens,,2020-03
MT415907,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,USA: VA,Homo sapiens,,2020-04
MT415908,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29840,USA: VA,Homo sapiens,,2020-04
MT415909,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,USA: VA,Homo sapiens,,2020-04
MT415910,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29891,USA: VA,Homo sapiens,,2020-04
MT415911,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29893,USA: VA,Homo sapiens,,2020-04
MT415912,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29893,USA: VA,Homo sapiens,,2020-04
MT394528,2020-04-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,USA: CA,Homo sapiens,,2020-03-24
MT394529,2020-04-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,USA: CA,Homo sapiens,,2020-03-24
MT394530,2020-04-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29870,USA: CA,Homo sapiens,,2020-03-31
MT394531,2020-04-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,USA: CA,Homo sapiens,,2020-03-31
MT394864,2020-04-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,Germany: Dusseldorf,Homo sapiens,,2020-03-14
MT396241,2020-04-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,China,,,2020-03-06
MT396242,2020-04-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,India,Homo sapiens,oronasopharynx,2020-04-08
MT396243,2020-04-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29840,India,Homo sapiens,oronasopharynx,2020-04-06
MT396244,2020-04-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29838,India,Homo sapiens,oronasopharynx,2020-04-14
MT396245,2020-04-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29836,India,Homo sapiens,oronasopharynx,2020-04-10
MT396246,2020-04-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29839,India,Homo sapiens,oronasopharynx,2020-04-10
MT396247,2020-04-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29839,India,Homo sapiens,oronasopharynx,2020-04-06
MT396248,2020-04-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29839,India,Homo sapiens,oronasopharynx,2020-04-14
MT396266,2020-04-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29880,Netherlands: Milheeze,Mustela lutreola,lung,2020-04-24
MT380726,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1321,Iran,Homo sapiens,"lung, oronasopharynx",2020-04-20
MT380727,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1321,Iran,Homo sapiens,"lung, oronasopharynx",2020-04-20
MT380728,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,Homo sapiens,oronasopharynx,2020-03-29
MT380729,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,Homo sapiens,oronasopharynx,2020-03-31
MT380730,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,Homo sapiens,oronasopharynx,2020-04-01
MT380731,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,Homo sapiens,,2020-03-20
MT380732,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,Homo sapiens,oronasopharynx,2020-03-22
MT380733,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,Homo sapiens,oronasopharynx,2020-03-28
MT380734,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,Homo sapiens,oronasopharynx,2020-03-23
MT385414,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: CA,Homo sapiens,,2020-03-28
MT385415,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: CA,Homo sapiens,,2020-03-28
MT385416,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: CA,Homo sapiens,,2020-04-08
MT385417,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: CA,Homo sapiens,,2020-04-08
MT385418,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,USA: CA,Homo sapiens,,2020-03-23
MT385419,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,USA: CA,Homo sapiens,,2020-04-08
MT385420,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,USA: CA,Homo sapiens,,2020-03-28
MT385421,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,USA: CA,Homo sapiens,,2020-03-25
MT385422,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,USA: CA,Homo sapiens,,2020-03-28
MT385423,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,USA: CA,Homo sapiens,,2020-03-28
MT385424,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,USA: CA,Homo sapiens,,2020-03-28
MT385425,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA: CA,Homo sapiens,,2020-03-25
MT385426,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA: CA,Homo sapiens,,2020-03-28
MT385427,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA: CA,Homo sapiens,,2020-04-08
MT385428,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,USA: CA,Homo sapiens,,2020-03-28
MT385429,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29895,USA: CA,Homo sapiens,,2020-03-28
MT385430,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29894,USA: CA,Homo sapiens,,2020-03-28
MT385431,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,USA: CA,Homo sapiens,,2020-03-18
MT385432,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,USA: CA,Homo sapiens,,2020-03-28
MT385433,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,USA: CA,Homo sapiens,,2020-04-08
MT385434,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29893,USA: CA,Homo sapiens,,2020-03-28
MT385435,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,USA: CA,Homo sapiens,,2020-04-08
MT385436,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29891,USA: CA,Homo sapiens,,2020-03-25
MT385437,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29891,USA: CA,Homo sapiens,,2020-03-28
MT385438,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29891,USA: CA,Homo sapiens,,2020-04-08
MT385439,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29890,USA: CA,Homo sapiens,,2020-03-28
MT385440,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29887,USA: CA,Homo sapiens,,2020-03-23
MT385441,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29886,USA: CA,Homo sapiens,,2020-03-25
MT385442,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29885,USA: CA,Homo sapiens,,2020-04-03
MT385443,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29881,USA: CA,Homo sapiens,,2020-03-28
MT385444,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29876,USA: CA,Homo sapiens,,2020-03-31
MT385445,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29874,USA: CA,Homo sapiens,,2020-03-25
MT385446,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29874,USA: CA,Homo sapiens,,2020-03-23
MT385447,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,USA: CA,Homo sapiens,,2020-03-31
MT385448,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA: CA,Homo sapiens,,2020-03-23
MT385449,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29870,USA: CA,Homo sapiens,,2020-03-31
MT385450,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,USA: CA,Homo sapiens,,2020-03-31
MT385451,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,USA: CA,Homo sapiens,,2020-04-08
MT385452,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,USA: CA,Homo sapiens,,2020-04-03
MT385453,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29881,USA: CA,Homo sapiens,,2020-03-28
MT385454,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,USA: CA,Homo sapiens,,2020-03-28
MT385455,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,USA: CA,Homo sapiens,,2020-04-08
MT385456,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: CA,Homo sapiens,,2020-03-28
MT385457,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: CA,Homo sapiens,,2020-03-28
MT385458,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,USA: CA,Homo sapiens,,2020-03-23
MT385459,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,USA: CA,Homo sapiens,,2020-03-25
MT385460,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,USA: CA,Homo sapiens,,2020-03-28
MT385461,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,USA: CA,Homo sapiens,,2020-03-25
MT385462,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29855,USA: CA,Homo sapiens,,2020-03-23
MT385463,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,USA: CA,Homo sapiens,,2020-03-25
MT385464,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29851,USA: CA,Homo sapiens,,2020-03-23
MT385465,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29851,USA: CA,Homo sapiens,,2020-03-28
MT385466,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29847,USA: CA,Homo sapiens,,2020-03-23
MT385467,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29842,USA: CA,Homo sapiens,,2020-04-08
MT385468,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29838,USA: CA,Homo sapiens,,2020-04-08
MT385469,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29837,USA: CA,Homo sapiens,,2020-03-25
MT385470,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29838,USA: CA,Homo sapiens,,2020-04-08
MT385471,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29840,USA: CA,Homo sapiens,,2020-04-08
MT385472,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29836,USA: CA,Homo sapiens,,2020-03-25
MT385473,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29836,USA: CA,Homo sapiens,,2020-03-28
MT385474,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29836,USA: CA,Homo sapiens,,2020-03-28
MT385475,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,USA: CA,Homo sapiens,,2020-04-03
MT385476,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29836,USA: CA,Homo sapiens,,2020-03-23
MT385477,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29836,USA: CA,Homo sapiens,,2020-04-08
MT385478,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,USA: CA,Homo sapiens,,2020-04-08
MT385479,2020-04-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29853,USA: CA,Homo sapiens,,2020-03-31
